IL_CODE11,IL_NAME11,IA_CODE11,IA_NAME11,IR_CODE11,IR_NAME11,STE_CODE11,STE_NAME11,AREA_SQKM,Indigenousno,Nonindigenousno
30400204,Normanton,304002,Carpentaria - Burke - Mornington,304,Mount Isa,3,Queensland,12.19347,197,955
10500501,Carrathool - Murrumbidgee - Surrounds,105005,Carrathool - Murrumbidgee,105,Riverina - Orange,1,New South Wales,"20,426.75654",216,"3,819"
10500502,Darlington Point,105005,Carrathool - Murrumbidgee,105,Riverina - Orange,1,New South Wales,4.34782,216,"3,819"
10500503,Hillston,105005,Carrathool - Murrumbidgee,105,Riverina - Orange,1,New South Wales,6.38912,216,"3,819"
40300101,Ceduna,403001,Ceduna,403,Port Lincoln - Ceduna,4,South Australia,13.49518,732,"2,466"
40300102,Koonibba,403001,Ceduna,403,Port Lincoln - Ceduna,4,South Australia,18.67409,732,"2,466"
40300103,Tjutjunaku Worka Tjuta - Inner Homelands,403001,Ceduna,403,Port Lincoln - Ceduna,4,South Australia,399.84211,732,"2,466"
40300104,Tjutjunaku Worka Tjuta - Outer Homelands,403001,Ceduna,403,Port Lincoln - Ceduna,4,South Australia,"4,731.11589",732,"2,466"
40300201,Eyre Peninsula,403002,Ceduna - West Coast,403,Port Lincoln - Ceduna,4,South Australia,"35,087.07592",732,"2,466"
40300202,Maralinga Tjarutja,403002,Ceduna - West Coast,403,Port Lincoln - Ceduna,4,South Australia,"168,690.31549",732,"2,466"
40300203,South-West Coast,403002,Ceduna - West Coast,403,Port Lincoln - Ceduna,4,South Australia,"20,038.81173",732,"2,466"
40300204,Yalata,403002,Ceduna - West Coast,403,Port Lincoln - Ceduna,4,South Australia,19.62694,732,"2,466"
60100101,Devonport,601001,Central Coast - Devonport,601,Tasmania,6,Tasmania,127.86017,"1,071","18,699"
60100102,Ulverstone - Penguin,601001,Central Coast - Devonport,601,Tasmania,6,Tasmania,141.41567,"1,071","18,699"
60100103,Ulverstone - Penguin - Surrounds,601001,Central Coast - Devonport,601,Tasmania,6,Tasmania,796.92688,"1,071","18,699"
10400301,Cessnock - Bellbird - Aberdare,104003,Cessnock,104,NSW Central and North Coast,1,New South Wales,18.73367,498,"14,854"
10400302,Cessnock - Surrounds,104003,Cessnock,104,NSW Central and North Coast,1,New South Wales,"1,936.31412",498,"14,854"
10400303,Kurri Kurri - Weston,104003,Cessnock,104,NSW Central and North Coast,1,New South Wales,13.40648,498,"14,854"
40100601,Charles Sturt - Coast,401006,Charles Sturt,401,Adelaide,4,South Australia,16.89082,663,"3,104"
40100601,Charles Sturt - Coast,401006,Charles Sturt,401,Adelaide,4,South Australia,16.89082,"1,214","94,345"
40100602,Charles Sturt - Inner East,401006,Charles Sturt,401,Adelaide,4,South Australia,11.7461,663,"3,104"
40100602,Charles Sturt - Inner East,401006,Charles Sturt,401,Adelaide,4,South Australia,11.7461,"1,214","94,345"
40100603,Charles Sturt - Inner West,401006,Charles Sturt,401,Adelaide,4,South Australia,12.03587,663,"3,104"
40100603,Charles Sturt - Inner West,401006,Charles Sturt,401,Adelaide,4,South Australia,12.03587,"1,214","94,345"
40100604,Charles Sturt - North-East,401006,Charles Sturt,401,Adelaide,4,South Australia,13.78005,663,"3,104"
40100604,Charles Sturt - North-East,401006,Charles Sturt,401,Adelaide,4,South Australia,13.78005,"1,214","94,345"
30800301,Charters Towers,308003,Charters Towers,308,Townsville - Mackay,3,Queensland,41.71274,830,"6,765"
30600301,Cherbourg,306003,Cherbourg,306,Toowoomba - Roma,3,Queensland,31.59907,"1,096",28
10400401,Baryulgil - Malabugilmah,104004,Clarence Valley,104,NSW Central and North Coast,1,New South Wales,"1,984.81656",751,"18,125"
10400401,Baryulgil - Malabugilmah,104004,Clarence Valley,104,NSW Central and North Coast,1,New South Wales,"1,984.81656","1,329","45,872"
10400402,Clarence Valley,104004,Clarence Valley,104,NSW Central and North Coast,1,New South Wales,"5,774.94578",751,"18,125"
10400402,Clarence Valley,104004,Clarence Valley,104,NSW Central and North Coast,1,New South Wales,"5,774.94578","1,329","45,872"
10400403,Grafton,104004,Clarence Valley,104,NSW Central and North Coast,1,New South Wales,581.60078,751,"18,125"
10400403,Grafton,104004,Clarence Valley,104,NSW Central and North Coast,1,New South Wales,581.60078,"1,329","45,872"
10400404,Yamba,104004,Clarence Valley,104,NSW Central and North Coast,1,New South Wales,8.8512,751,"18,125"
10400404,Yamba,104004,Clarence Valley,104,NSW Central and North Coast,1,New South Wales,8.8512,"1,329","45,872"
10400405,Yamba - Surrounds,104004,Clarence Valley,104,NSW Central and North Coast,1,New South Wales,"2,105.96124",751,"18,125"
10400405,Yamba - Surrounds,104004,Clarence Valley,104,NSW Central and North Coast,1,New South Wales,"2,105.96124","1,329","45,872"
30400301,Cloncurry - McKinlay,304003,Cloncurry - McKinlay,304,Mount Isa,3,Queensland,"88,716.83889",590,"2,917"
10300301,Cobar,103003,Cobar - Murrin Bridge,103,North-Western NSW,1,New South Wales,"45,539.36776",517,"4,053"
10300302,Murrin Bridge,103003,Cobar - Murrin Bridge,103,North-Western NSW,1,New South Wales,4.01028,517,"4,053"
50500601,Cockburn - Central,505006,Cockburn,505,Perth,5,Western Australia,51.92176,"1,252","68,901"
50500602,Cockburn - Coast,505006,Cockburn,505,Perth,5,Western Australia,58.33526,"1,252","68,901"
50500603,Cockburn - East,505006,Cockburn,505,Perth,5,Western Australia,58.14771,"1,252","68,901"
50500604,Coolbellup,505006,Cockburn,505,Perth,5,Western Australia,3.1068,"1,252","68,901"
50500605,Hamilton Hill,505006,Cockburn,505,Perth,5,Western Australia,8.33168,"1,252","68,901"
70300301,Bagot Community,703003,Coconut Grove - Ludmilla,703,Darwin,7,Northern Territory,0.24958,339,"2,016"
70300302,Coconut Grove - Ludmilla,703003,Coconut Grove - Ludmilla,703,Darwin,7,Northern Territory,2.11204,339,"2,016"
70300303,Kulaluk,703003,Coconut Grove - Ludmilla,703,Darwin,7,Northern Territory,0.04757,339,"2,016"
70300304,Minmarama Park,703003,Coconut Grove - Ludmilla,703,Darwin,7,Northern Territory,2.96043,339,"2,016"
10400501,Bellingen,104005,Coffs Harbour - Nambucca,104,NSW Central and North Coast,1,New South Wales,"1,620.77719","1,709","46,940"
10400502,Bowraville,104005,Coffs Harbour - Nambucca,104,NSW Central and North Coast,1,New South Wales,2.23427,"1,709","46,940"
10400503,Coffs Harbour,104005,Coffs Harbour - Nambucca,104,NSW Central and North Coast,1,New South Wales,"1,139.60325","1,709","46,940"
10400504,Macksville,104005,Coffs Harbour - Nambucca,104,NSW Central and North Coast,1,New South Wales,15.84376,"1,709","46,940"
10400505,Nambucca - Surrounds,104005,Coffs Harbour - Nambucca,104,NSW Central and North Coast,1,New South Wales,"1,441.72186","1,709","46,940"
10400506,Nambucca Heads,104005,Coffs Harbour - Nambucca,104,NSW Central and North Coast,1,New South Wales,11.14844,"1,709","46,940"
10400507,Sawtell,104005,Coffs Harbour - Nambucca,104,NSW Central and North Coast,1,New South Wales,13.22412,"1,709","46,940"
40200201,Coober Pedy,402002,Coober Pedy - Umoona,402,Port Augusta,4,South Australia,75.4781,198,"1,337"
40200202,Umoona,402002,Coober Pedy - Umoona,402,Port Augusta,4,South Australia,2.20176,198,"1,337"
30300301,Cooktown,303003,Cooktown,303,Cape York,3,Queensland,24.60589,158,"1,427"
30300301,Cooktown,303003,Cooktown,303,Cape York,3,Queensland,24.60589,209,934
10500701,Coolamon - Temora - West Wyalong,105007,Coolamon - Temora - West Wyalong,105,Riverina - Orange,1,New South Wales,"16,807.64501",350,"18,624"
30600401,Cooloola,306004,Cooloola - Gympie,306,Toowoomba - Roma,3,Queensland,"3,664.97537",384,"18,280"
30600402,Gympie,306004,Cooloola - Gympie,306,Toowoomba - Roma,3,Queensland,56.14882,384,"18,280"
10300401,Coonamble,103004,Coonamble,103,North-Western NSW,1,New South Wales,10.00219,810,"1,674"
10300402,Coonamble - Surrounds,103004,Coonamble,103,North-Western NSW,1,New South Wales,"9,613.3873",810,"1,674"
10300403,Gulargambone,103004,Coonamble,103,North-Western NSW,1,New South Wales,5.42223,810,"1,674"
10500801,Cootamundra,105008,Cootamundra,105,Riverina - Orange,1,New South Wales,"1,656.12206",261,"6,846"
10500901,Cowra,105009,Cowra,105,Riverina - Orange,1,New South Wales,"2,897.28005",754,"11,331"
30600501,Dalby,306005,Dalby,306,Toowoomba - Roma,3,Queensland,43.61709,593,"8,591"
10501001,Deniliquin,105010,Deniliquin - Murray,105,Riverina - Orange,1,New South Wales,143.18761,211,"6,904"
10501002,Murray,105010,Deniliquin - Murray,105,Riverina - Orange,1,New South Wales,"4,344.45296",211,"6,904"
50800101,Derby,508001,Derby - Mowanjum,508,West Kimberley,5,Western Australia,20.72774,"1,133","1,363"
50800102,Karmarlinunga - Djimu Nguda - Budulah,508001,Derby - Mowanjum,508,West Kimberley,5,Western Australia,0.46465,"1,133","1,363"
50800103,Mowanjum,508001,Derby - Mowanjum,508,West Kimberley,5,Western Australia,1.46053,"1,133","1,363"
70400101,Douglas-Daly,704001,Douglas-Daly,704,Jabiru - Tiwi,7,Northern Territory,"34,334.034",821,"8,540"
70400102,Emu Point,704001,Douglas-Daly,704,Jabiru - Tiwi,7,Northern Territory,1.37527,821,"8,540"
70400103,Nauiyu Nambiyu,704001,Douglas-Daly,704,Jabiru - Tiwi,7,Northern Territory,4.29126,821,"8,540"
70400104,Nganmarriyanga (Palumpa),704001,Douglas-Daly,704,Jabiru - Tiwi,7,Northern Territory,46.38104,821,"8,540"
70400105,Peppimenarti,704001,Douglas-Daly,704,Jabiru - Tiwi,7,Northern Territory,5.6576,821,"8,540"
70400106,Pine Creek,704001,Douglas-Daly,704,Jabiru - Tiwi,7,Northern Territory,402.05219,821,"8,540"
10100201,Dubbo - East,101002,Dubbo,101,Dubbo,1,New South Wales,24.6346,"3,912","31,471"
10100202,Dubbo - North,101002,Dubbo,101,Dubbo,1,New South Wales,22.6291,"3,912","31,471"
10100203,Dubbo - South,101002,Dubbo,101,Dubbo,1,New South Wales,6.74068,"3,912","31,471"
10100204,Dubbo - Surrounds,101002,Dubbo,101,Dubbo,1,New South Wales,"3,735.50511","3,912","31,471"
10100205,Dubbo - West,101002,Dubbo,101,Dubbo,1,New South Wales,14.11357,"3,912","31,471"
30200501,Eacham,302005,Eacham,302,Cairns - Atherton,3,Queensland,868.94049,211,"5,756"
30100501,Esk - Kilcoy,301005,Esk - Kilcoy,301,Brisbane,3,Queensland,"5,370.50099",442,"17,169"
10600201,Batemans Bay,106002,Eurobodalla,106,South-Eastern NSW,1,New South Wales,94.19355,353,"14,074"
10600202,Bodalla,106002,Eurobodalla,106,South-Eastern NSW,1,New South Wales,1.02382,353,"14,074"
10600203,Eurobodalla,106002,Eurobodalla,106,South-Eastern NSW,1,New South Wales,"1,803.10651",353,"14,074"
10600204,Moruya,106002,Eurobodalla,106,South-Eastern NSW,1,New South Wales,10.81623,353,"14,074"
10600205,Narooma,106002,Eurobodalla,106,South-Eastern NSW,1,New South Wales,7.42977,353,"14,074"
10600206,Wallaga Lake,106002,Eurobodalla,106,South-Eastern NSW,1,New South Wales,5.82973,353,"14,074"
50600201,Exmouth - Ashburton - Surrounds,506002,Exmouth - Ashburton,506,South Hedland,5,Western Australia,"107,427.36194",259,"4,119"
50600202,Onslow,506002,Exmouth - Ashburton,506,South Hedland,5,Western Australia,14.20264,259,"4,119"
50600203,Paraburdoo,506002,Exmouth - Ashburton,506,South Hedland,5,Western Australia,3.31002,259,"4,119"
50600204,Tom Price,506002,Exmouth - Ashburton,506,South Hedland,5,Western Australia,3.53282,259,"4,119"
10700901,Fairfield - East,107009,Fairfield,107,Sydney - Wollongong,1,New South Wales,37.40136,"1,112","168,302"
10700902,Fairfield - West,107009,Fairfield,107,Sydney - Wollongong,1,New South Wales,91.89598,"1,112","168,302"
50800201,Fitzroy Crossing,508002,Fitzroy Crossing,508,West Kimberley,5,Western Australia,8.31995,512,"9,323"
50800202,Fitzroy Crossing - Surrounds,508002,Fitzroy Crossing,508,West Kimberley,5,Western Australia,"9,012.05782",512,"9,323"
50800203,Junjuwa,508002,Fitzroy Crossing,508,West Kimberley,5,Western Australia,2.30782,512,"9,323"
50800204,Mindi Rardi - Kurnangki,508002,Fitzroy Crossing,508,West Kimberley,5,Western Australia,0.3709,512,"9,323"
50800205,Yungngora,508002,Fitzroy Crossing,508,West Kimberley,5,Western Australia,2.99889,512,"9,323"
50800301,Bayulu,508003,Fitzroy River,508,West Kimberley,5,Western Australia,7.35609,512,"9,323"
50800302,Djugerari,508003,Fitzroy River,508,West Kimberley,5,Western Australia,2.56026,512,"9,323"
50800303,Fitzroy River - Surrounds,508003,Fitzroy River,508,West Kimberley,5,Western Australia,"32,331.66748",512,"9,323"
50800304,Joy Springs,508003,Fitzroy River,508,West Kimberley,5,Western Australia,0.11999,512,"9,323"
50800305,Kooraby,508003,Fitzroy River,508,West Kimberley,5,Western Australia,1.00295,512,"9,323"
50800306,Muludja,508003,Fitzroy River,508,West Kimberley,5,Western Australia,4.94112,512,"9,323"
50800307,Wangkatjungka,508003,Fitzroy River,508,West Kimberley,5,Western Australia,3.11456,512,"9,323"
50800308,Yakanarra,508003,Fitzroy River,508,West Kimberley,5,Western Australia,7.90671,512,"9,323"
40200401,Flinders Ranges,402004,Flinders,402,Port Augusta,4,South Australia,"25,263.85057",153,677
40200401,Flinders Ranges,402004,Flinders,402,Port Augusta,4,South Australia,"25,263.85057",311,"5,528"
40200402,Quorn,402004,Flinders,402,Port Augusta,4,South Australia,20.92792,153,677
40200402,Quorn,402004,Flinders,402,Port Augusta,4,South Australia,20.92792,311,"5,528"
30800401,Flinders - Richmond - Dalrymple,308004,Flinders - Richmond - Dalrymple,308,Townsville - Mackay,3,Queensland,"136,104.65204",153,677
30800401,Flinders - Richmond - Dalrymple,308004,Flinders - Richmond - Dalrymple,308,Townsville - Mackay,3,Queensland,"136,104.65204",311,"5,528"
10501101,Forbes,105011,Forbes,105,Riverina - Orange,1,New South Wales,"4,227.69299",633,"8,317"
20100501,Chelsea,201005,Frankston,201,Melbourne,2,Victoria,91.36731,749,"110,206"
20100502,Frankston - East,201005,Frankston,201,Melbourne,2,Victoria,65.27183,749,"110,206"
20100503,Frankston - West,201005,Frankston,201,Melbourne,2,Victoria,64.32673,749,"110,206"
50500701,Fremantle,505007,Fremantle,505,Perth,5,Western Australia,22.14864,408,"28,837"
70600201,Gapuwiyak,706002,Gapuwiyak and Outstations,706,Nhulunbuy,7,Northern Territory,11.92726,840,40
70600202,Gapuwiyak Outstations,706002,Gapuwiyak and Outstations,706,Nhulunbuy,7,Northern Territory,"6,345.16543",840,40
30100601,Gatton,301006,Gatton - Laidley,301,Brisbane,3,Queensland,"1,576.72483",336,"14,390"
30100602,Laidley,301006,Gatton - Laidley,301,Brisbane,3,Queensland,694.79599,336,"14,390"
40100801,Gawler,401008,Gawler,401,Adelaide,4,South Australia,42.22033,232,"17,928"
50200401,Geraldton - Central,502004,Geraldton,502,Geraldton,5,Western Australia,17.44761,"1,833","15,421"
50200402,Geraldton - Surrounds,502004,Geraldton,502,Geraldton,5,Western Australia,226.48266,"1,833","15,421"
50200403,Geraldton - North,502004,Geraldton,502,Geraldton,5,Western Australia,32.78979,"1,833","15,421"
50200404,Southern Beaches,502004,Geraldton,502,Geraldton,5,Western Australia,11.37089,"1,833","15,421"
10100301,Gilgandra,101003,Gilgandra,101,Dubbo,1,New South Wales,"4,443.15948",569,"3,759"
30500601,Gladstone - City,305006,Gladstone,305,Rockhampton,3,Queensland,117.90932,"1,077","26,214"
30500602,Gladstone - South Coast,305006,Gladstone,305,Rockhampton,3,Queensland,"3,769.15517","1,077","26,214"
30500603,Gladstone - Surrounds,305006,Gladstone,305,Rockhampton,3,Queensland,"6,578.66949","1,077","26,214"
10400601,Dungog,104006,Gloucester - Dungog,104,NSW Central and North Coast,1,New South Wales,"2,250.01734",172,"4,450"
10400602,Gloucester,104006,Gloucester - Dungog,104,NSW Central and North Coast,1,New South Wales,"2,933.19901",172,"4,450"
30100701,Gold Coast,301007,Gold Coast,301,Brisbane,3,Queensland,"1,331.68179","5,675","431,934"
30600601,Goondiwindi  - Surrounds,306006,Goondiwindi - Stanthorpe,306,Toowoomba - Roma,3,Queensland,"18,338.25466",244,"4,030"
30600602,Goondiwindi,306006,Goondiwindi - Stanthorpe,306,Toowoomba - Roma,3,Queensland,5.56528,244,"4,030"
30600603,Stanthorpe,306006,Goondiwindi - Stanthorpe,306,Toowoomba - Roma,3,Queensland,"2,694.0859",244,"4,030"
10400701,Gosford - East,104007,Gosford,104,NSW Central and North Coast,1,New South Wales,112.56526,"2,650","145,642"
10400702,Gosford - West,104007,Gosford,104,NSW Central and North Coast,1,New South Wales,828.49386,"2,650","145,642"
50500801,Beckenham,505008,Gosnells,505,Perth,5,Western Australia,5.55364,"2,409","84,208"
50500802,Canning Vale (West) - Southern River,505008,Gosnells,505,Perth,5,Western Australia,23.10694,"2,409","84,208"
50500803,Gosnells,505008,Gosnells,505,Perth,5,Western Australia,15.47235,"2,409","84,208"
50500804,Huntingdale,505008,Gosnells,505,Perth,5,Western Australia,4.79292,"2,409","84,208"
50500805,Kenwick,505008,Gosnells,505,Perth,5,Western Australia,10.15196,"2,409","84,208"
50500806,Langford,505008,Gosnells,505,Perth,5,Western Australia,3.22849,"2,409","84,208"
50500807,Maddington - Martin - Orange Grove,505008,Gosnells,505,Perth,5,Western Australia,53.28634,"2,409","84,208"
50500808,Thornlie,505008,Gosnells,505,Perth,5,Western Australia,11.60647,"2,409","84,208"
10400801,Bulahdelah,104008,Great Lakes,104,NSW Central and North Coast,1,New South Wales,"3,313.07199",381,"13,410"
10400802,Forster,104008,Great Lakes,104,NSW Central and North Coast,1,New South Wales,15.25694,381,"13,410"
10400803,Tuncurry,104008,Great Lakes,104,NSW Central and North Coast,1,New South Wales,9.09074,381,"13,410"
20100601,Greater Dandenong,201006,Greater Dandenong,201,Melbourne,2,Victoria,129.59559,486,"116,383"
10501201,Griffith,105012,Griffith - Leeton,105,Riverina - Orange,1,New South Wales,"1,571.83493",896,"21,534"
10501202,Leeton,105012,Griffith - Leeton,105,Riverina - Orange,1,New South Wales,"1,189.92654",896,"21,534"
10501301,Gundagai - Junee - Harden,105013,Gundagai - Junee - Harden,105,Riverina - Orange,1,New South Wales,"6,249.91964",495,"12,078"
10200301,Gunnedah,102003,Gunnedah,102,North-Eastern NSW,1,New South Wales,33.35195,241,"3,635"
10200301,Gunnedah,102003,Gunnedah,102,North-Eastern NSW,1,New South Wales,33.35195,934,"6,297"
10200302,Gunnedah - Surrounds,102003,Gunnedah,102,North-Eastern NSW,1,New South Wales,"4,908.31616",241,"3,635"
10200302,Gunnedah - Surrounds,102003,Gunnedah,102,North-Eastern NSW,1,New South Wales,"4,908.31616",934,"6,297"
10200401,Guyra,102004,Guyra - Tingha,102,North-Eastern NSW,1,New South Wales,"4,675.43282",198,"3,200"
10200402,Tingha,102004,Guyra - Tingha,102,North-Eastern NSW,1,New South Wales,2.40377,198,"3,200"
50400301,Halls Creek exc.Town Camps,504003,Halls Creek,504,Kununurra,5,Western Australia,42.76084,212,7
50400301,Halls Creek exc.Town Camps,504003,Halls Creek,504,Kununurra,5,Western Australia,42.76084,252,81
50400302,Mardiwah Loop - Lundja,504003,Halls Creek,504,Kununurra,5,Western Australia,2.30079,212,7
50400302,Mardiwah Loop - Lundja,504003,Halls Creek,504,Kununurra,5,Western Australia,2.30079,252,81
50400303,Yardgee - Nicholson Town Camps,504003,Halls Creek,504,Kununurra,5,Western Australia,0.11102,212,7
50400303,Yardgee - Nicholson Town Camps,504003,Halls Creek,504,Kununurra,5,Western Australia,0.11102,252,81
50400401,Halls Creek - Surrounds,504004,Halls Creek - Surrounds,504,Kununurra,5,Western Australia,"30,816.60365",212,7
50400401,Halls Creek - Surrounds,504004,Halls Creek - Surrounds,504,Kununurra,5,Western Australia,"30,816.60365",252,81
50700601,Harvey and Surrounds,507006,Harvey and Surrounds,507,South-Western WA,5,Western Australia,"1,728.21181",333,"18,069"
10701001,Hawkesbury,107010,Hawkesbury,107,Sydney - Wollongong,1,New South Wales,"2,511.28542","1,162","56,286"
10701002,Hawkesbury - Richmond,107010,Hawkesbury,107,Sydney - Wollongong,1,New South Wales,54.85425,"1,162","56,286"
10701003,Hawkesbury - Windsor,107010,Hawkesbury,107,Sydney - Wollongong,1,New South Wales,92.32906,"1,162","56,286"
70200701,Hermannsburg,702007,Hermannsburg,702,Apatula,7,Northern Territory,13.30953,502,51
40100901,Holdfast Bay,401009,Holdfast Bay - West Torrens,401,Adelaide,4,South Australia,13.87907,152,"31,602"
40100902,West Torrens,401009,Holdfast Bay - West Torrens,401,Adelaide,4,South Australia,37.19051,152,"31,602"
10701101,Holroyd,107011,Holroyd,107,Sydney - Wollongong,1,New South Wales,40.02389,734,"83,417"
30300401,Hope Vale,303004,Hope Vale,303,Cape York,3,Queensland,"1,109.28781",726,44
10701201,Hornsby - Ku-ring-gai,107012,Hornsby - Ku-ring-gai,107,Sydney - Wollongong,1,New South Wales,551.61199,556,"243,307"
10701301,Hunters Hill - Ryde,107013,Hunters Hill - Ryde,107,Sydney - Wollongong,1,New South Wales,46.18999,337,"103,205"
60100401,Cygnet,601004,Huon Valley,601,Tasmania,6,Tasmania,2.31443,95,616
60100401,Cygnet,601004,Huon Valley,601,Tasmania,6,Tasmania,2.31443,182,630
60100401,Cygnet,601004,Huon Valley,601,Tasmania,6,Tasmania,2.31443,958,"10,866"
60100402,Geeveston,601004,Huon Valley,601,Tasmania,6,Tasmania,3.08245,95,616
60100402,Geeveston,601004,Huon Valley,601,Tasmania,6,Tasmania,3.08245,182,630
60100402,Geeveston,601004,Huon Valley,601,Tasmania,6,Tasmania,3.08245,958,"10,866"
60100403,Huonville - South Cape,601004,Huon Valley,601,Tasmania,6,Tasmania,"1,743.82174",95,616
60100403,Huonville - South Cape,601004,Huon Valley,601,Tasmania,6,Tasmania,"1,743.82174",182,630
60100403,Huonville - South Cape,601004,Huon Valley,601,Tasmania,6,Tasmania,"1,743.82174",958,"10,866"
10701401,Hurstville,107014,Hurstville - Kogarah,107,Sydney - Wollongong,1,New South Wales,22.71942,545,"118,931"
10701402,Kogarah,107014,Hurstville - Kogarah,107,Sydney - Wollongong,1,New South Wales,15.5479,545,"118,931"
30800501,Hinchinbrook,308005,Ingham - Hinchinbrook,308,Townsville - Mackay,3,Queensland,"2,781.21408",412,"4,058"
30800502,Ingham,308005,Ingham - Hinchinbrook,308,Townsville - Mackay,3,Queensland,20.13305,412,"4,058"
30200701,Innisfail,302007,Innisfail - Johnstone,302,Cairns - Atherton,3,Queensland,27.75818,"1,093","6,233"
30200702,Johnstone,302007,Innisfail - Johnstone,302,Cairns - Atherton,3,Queensland,"1,467.8176","1,093","6,233"
10200501,Gwydir,102005,Inverell - Gwydir,102,North-Eastern NSW,1,New South Wales,"8,790.76228",822,"14,102"
10200502,Inverell,102005,Inverell - Gwydir,102,North-Eastern NSW,1,New South Wales,"8,648.33514",822,"14,102"
30100801,Ipswich,301008,Ipswich,301,Brisbane,3,Queensland,"1,081.69705","4,729","128,062"
30600701,Jondaryan,306007,Jondaryan - Oakey,306,Toowoomba - Roma,3,Queensland,"1,834.63922",495,"13,042"
30600702,Oakey,306007,Jondaryan - Oakey,306,Toowoomba - Roma,3,Queensland,9.80285,495,"13,042"
50500901,Joondalup - North,505009,Joondalup,505,Perth,5,Western Australia,39.30704,701,"142,779"
50500902,Joondalup - South,505009,Joondalup,505,Perth,5,Western Australia,59.69462,701,"142,779"
50501001,Forrestfield,505010,Kalamunda,505,Perth,5,Western Australia,17.86653,801,"46,472"
50501002,High Wycombe,505010,Kalamunda,505,Perth,5,Western Australia,8.69865,801,"46,472"
50501003,Kalamunda - Surrounds,505010,Kalamunda,505,Perth,5,Western Australia,257.14011,801,"46,472"
70200801,Kaltukatjara (Docker River),702008,Kaltukatjara and Outstations,702,Apatula,7,Northern Territory,38.18476,341,17
70200802,Kaltukatjara Outstations,702008,Kaltukatjara and Outstations,702,Apatula,7,Northern Territory,"87,473.4764",341,17
50400501,Kalumburu,504005,Kalumburu,504,Kununurra,5,Western Australia,4.0879,363,49
70300601,Karama,703006,Karama,703,Darwin,7,Northern Territory,2.06525,718,"3,646"
50600301,Karratha,506003,Karratha,506,South Hedland,5,Western Australia,134.20348,740,"9,332"
70500501,Binjari,705005,Katherine Town,705,Katherine,7,Northern Territory,2.8065,"1,567","5,268"
70500502,Katherine exc. Town Camps,705005,Katherine Town,705,Katherine,7,Northern Territory,"7,411.51003","1,567","5,268"
70500503,Miali Brumby - Warlpiri,705005,Katherine Town,705,Katherine,7,Northern Territory,2.47161,"1,567","5,268"
70500504,Rockhole,705005,Katherine Town,705,Katherine,7,Northern Territory,0.16161,"1,567","5,268"
10400901,Kempsey,104009,Kempsey,104,NSW Central and North Coast,1,New South Wales,12.19303,816,"15,325"
10400901,Kempsey,104009,Kempsey,104,NSW Central and North Coast,1,New South Wales,12.19303,"1,192","5,943"
10400902,Kempsey - Surrounds,104009,Kempsey,104,NSW Central and North Coast,1,New South Wales,"2,213.6629",816,"15,325"
10400902,Kempsey - Surrounds,104009,Kempsey,104,NSW Central and North Coast,1,New South Wales,"2,213.6629","1,192","5,943"
10400903,Mirriwinni Gardens - Bellbrook,104009,Kempsey,104,NSW Central and North Coast,1,New South Wales,"1,583.12259",816,"15,325"
10400903,Mirriwinni Gardens - Bellbrook,104009,Kempsey,104,NSW Central and North Coast,1,New South Wales,"1,583.12259","1,192","5,943"
10400904,Old Burnt - New Burnt Bridge - Greenhill,104009,Kempsey,104,NSW Central and North Coast,1,New South Wales,43.88823,816,"15,325"
10400904,Old Burnt - New Burnt Bridge - Greenhill,104009,Kempsey,104,NSW Central and North Coast,1,New South Wales,43.88823,"1,192","5,943"
10400905,South West Rocks,104009,Kempsey,104,NSW Central and North Coast,1,New South Wales,15.51793,816,"15,325"
10400905,South West Rocks,104009,Kempsey,104,NSW Central and North Coast,1,New South Wales,15.51793,"1,192","5,943"
10701501,Kiama,107015,Kiama - Shellharbour,107,Sydney - Wollongong,1,New South Wales,243.54351,"1,622","74,320"
10701502,Shellharbour,107015,Kiama - Shellharbour,107,Sydney - Wollongong,1,New South Wales,147.36015,"1,622","74,320"
60100501,Kingborough,601005,Kingborough,601,Tasmania,6,Tasmania,685.83732,148,"9,382"
60100501,Kingborough,601005,Kingborough,601,Tasmania,6,Tasmania,685.83732,865,"28,889"
20100701,Wantrina - Rowville - Ferntree Gully,201007,Knox,201,Melbourne,2,Victoria,118.21593,483,"141,193"
30300501,Kowanyama,303005,Kowanyama,303,Cape York,3,Queensland,"2,543.17208",947,67
50400601,Kununurra exc. Town Camps,504006,Kununurra,504,Kununurra,5,Western Australia,13.91547,990,"2,184"
50400602,Mirima,504006,Kununurra,504,Kununurra,5,Western Australia,0.52533,990,"2,184"
50400603,Nulleywah,504006,Kununurra,504,Kununurra,5,Western Australia,0.41991,990,"2,184"
30200801,Etheridge Tablelands,302008,Kuranda - Croydon,302,Cairns - Atherton,3,Queensland,"122,124.64433",177,339
30200802,Kowrowa - Mantaka - Mona Mona,302008,Kuranda - Croydon,302,Cairns - Atherton,3,Queensland,16.32153,177,339
50501101,Kwinana - Central,505011,Kwinana,505,Perth,5,Western Australia,12.12672,933,"20,184"
50501102,Kwinana - Surrounds,505011,Kwinana,505,Perth,5,Western Australia,107.88518,933,"20,184"
10401001,Kyogle,104010,Kyogle,104,NSW Central and North Coast,1,New South Wales,"3,251.38838",350,"7,914"
10401002,Muli Muli - Woodenbong,104010,Kyogle,104,NSW Central and North Coast,1,New South Wales,300.24544,350,"7,914"
