IL_CODE11,IL_NAME11,IA_CODE11,IA_NAME11,IR_CODE11,IR_NAME11,STE_CODE11,STE_NAME11,AREA_SQKM,Indigenousno,Nonindigenousno
50500401,Belmont - North,505004,Belmont,505,Perth,5,Western Australia,10.80056,"1,000","26,860"
50500402,Cloverdale,505004,Belmont,505,Perth,5,Western Australia,3.9309,"1,000","26,860"
50500403,Kewdale,505004,Belmont,505,Perth,5,Western Australia,7.7089,"1,000","26,860"
50500404,Rivervale,505004,Belmont,505,Perth,5,Western Australia,3.34939,"1,000","26,860"
10500401,Blayney - Cabonne,105004,Blayney - Cabonne,105,Riverina - Orange,1,New South Wales,"6,737.05105",439,"17,934"
10700401,Blaxland - Glenbrook,107004,Blue Mountains,107,Sydney - Wollongong,1,New South Wales,15.27128,438,"44,150"
10700401,Blaxland - Glenbrook,107004,Blue Mountains,107,Sydney - Wollongong,1,New South Wales,15.27128,507,"25,712"
10700402,Blue Mountains -  Surrounds,107004,Blue Mountains,107,Sydney - Wollongong,1,New South Wales,818.27755,438,"44,150"
10700402,Blue Mountains -  Surrounds,107004,Blue Mountains,107,Sydney - Wollongong,1,New South Wales,818.27755,507,"25,712"
10700403,Katoomba,107004,Blue Mountains,107,Sydney - Wollongong,1,New South Wales,56.20661,438,"44,150"
10700403,Katoomba,107004,Blue Mountains,107,Sydney - Wollongong,1,New South Wales,56.20661,507,"25,712"
10700404,Lawson,107004,Blue Mountains,107,Sydney - Wollongong,1,New South Wales,40.81076,438,"44,150"
10700404,Lawson,107004,Blue Mountains,107,Sydney - Wollongong,1,New South Wales,40.81076,507,"25,712"
10700405,Springwood,107004,Blue Mountains,107,Sydney - Wollongong,1,New South Wales,11.84067,438,"44,150"
10700405,Springwood,107004,Blue Mountains,107,Sydney - Wollongong,1,New South Wales,11.84067,507,"25,712"
10100101,Bogan,101001,Bogan,101,Dubbo,1,New South Wales,"14,999.6778",333,"2,480"
70500101,Borroloola exc. Mara - Yanyula,705001,Borroloola,705,Katherine,7,Northern Territory,11.73437,581,153
70500102,Mara,705001,Borroloola,705,Katherine,7,Northern Territory,0.5393,581,153
70500103,Yanyula,705001,Borroloola,705,Katherine,7,Northern Territory,0.28979,581,153
10700501,Botany Bay,107005,Botany Bay,107,Sydney - Wollongong,1,New South Wales,16.08658,631,"33,098"
30400101,Boulia,304001,Boulia - Diamantina - Winton,304,Mount Isa,3,Queensland,"60,955.81329",100,298
30400102,Diamantina,304001,Boulia - Diamantina - Winton,304,Mount Isa,3,Queensland,"94,666.85115",100,298
30400103,Winton,304001,Boulia - Diamantina - Winton,304,Mount Isa,3,Queensland,"53,814.38537",100,298
10300101,Bourke,103001,Bourke,103,North-Western NSW,1,New South Wales,6.53185,909,"1,975"
10300102,Bourke - Surrounds,103001,Bourke,103,North-Western NSW,1,New South Wales,"42,027.3134",909,"1,975"
30800101,Bowen (Qld),308001,Bowen (Qld),308,Townsville - Mackay,3,Queensland,"21,129.93143",804,"10,375"
10300201,Brewarrina,103002,Brewarrina,103,North-Western NSW,1,New South Wales,2.9453,765,297
10300202,Brewarrina - Surrounds,103002,Brewarrina,103,North-Western NSW,1,New South Wales,"18,511.4986",765,297
10300203,Goodooga,103002,Brewarrina,103,North-Western NSW,1,New South Wales,0.78752,765,297
20100101,Keilor,201001,Brimbank,201,Melbourne,2,Victoria,59.17686,571,"157,222"
20100102,Sunshine,201001,Brimbank,201,Melbourne,2,Victoria,64.22228,571,"157,222"
50100101,Broome - Central,501001,Broome,501,Broome,5,Western Australia,4.22244,226,155
50100101,Broome - Central,501001,Broome,501,Broome,5,Western Australia,4.22244,"2,336","7,398"
50100102,Broome - North,501001,Broome,501,Broome,5,Western Australia,237.72491,226,155
50100102,Broome - North,501001,Broome,501,Broome,5,Western Australia,237.72491,"2,336","7,398"
50100103,Broome Town Camps,501001,Broome,501,Broome,5,Western Australia,2.26397,226,155
50100103,Broome Town Camps,501001,Broome,501,Broome,5,Western Australia,2.26397,"2,336","7,398"
50100104,Minyirr - Cable Beach,501001,Broome,501,Broome,5,Western Australia,18.61838,226,155
50100104,Minyirr - Cable Beach,501001,Broome,501,Broome,5,Western Australia,18.61838,"2,336","7,398"
50100201,Bardi (One Arm Point),501002,Broome - Surrounds,501,Broome,5,Western Australia,6.03369,226,155
50100201,Bardi (One Arm Point),501002,Broome - Surrounds,501,Broome,5,Western Australia,6.03369,"2,336","7,398"
50100202,Beagle Bay,501002,Broome - Surrounds,501,Broome,5,Western Australia,11.40454,226,155
50100202,Beagle Bay,501002,Broome - Surrounds,501,Broome,5,Western Australia,11.40454,"2,336","7,398"
50100203,Bidyadanga,501002,Broome - Surrounds,501,Broome,5,Western Australia,21.53634,226,155
50100203,Bidyadanga,501002,Broome - Surrounds,501,Broome,5,Western Australia,21.53634,"2,336","7,398"
50100204,Broome - Surrounds,501002,Broome - Surrounds,501,Broome,5,Western Australia,"55,349.08752",226,155
50100204,Broome - Surrounds,501002,Broome - Surrounds,501,Broome,5,Western Australia,"55,349.08752","2,336","7,398"
50100205,Djarindjin - Lombadina,501002,Broome - Surrounds,501,Broome,5,Western Australia,2.04352,226,155
50100205,Djarindjin - Lombadina,501002,Broome - Surrounds,501,Broome,5,Western Australia,2.04352,"2,336","7,398"
30600201,Bulloo - Quilpie - Barcoo,306002,Bulloo - Quilpie - Barcoo,306,Toowoomba - Roma,3,Queensland,"203,011.12186",152,"1,471"
50700301,Bunbury - North Coast,507003,Bunbury,507,South-Western WA,5,Western Australia,14.58975,914,"26,885"
50700302,Bunbury - North-East,507003,Bunbury,507,South-Western WA,5,Western Australia,21.04969,914,"26,885"
50700303,Bunbury - South,507003,Bunbury,507,South-Western WA,5,Western Australia,21.19852,914,"26,885"
50700304,Carey Park,507003,Bunbury,507,South-Western WA,5,Western Australia,4.07207,914,"26,885"
50700305,Withers,507003,Bunbury,507,South-Western WA,5,Western Australia,4.3647,914,"26,885"
30500301,Bundaberg - City,305003,Bundaberg,305,Rockhampton,3,Queensland,97.04371,"1,619","41,765"
30500302,Bundaberg - Surrounds,305003,Bundaberg,305,Rockhampton,3,Queensland,"6,338.65622","1,619","41,765"
30800201,Ayr,308002,Burdekin - Ayr,308,Townsville - Mackay,3,Queensland,21.20166,848,"15,419"
30800202,Burdekin,308002,Burdekin - Ayr,308,Townsville - Mackay,3,Queensland,"4,927.33748",848,"15,419"
50700401,Busselton,507004,Busselton,507,South-Western WA,5,Western Australia,"1,423.26256",372,"23,741"
10400201,Byron,104002,Byron,104,NSW Central and North Coast,1,New South Wales,568.21106,447,"26,074"
30100301,Caboolture,301003,Caboolture,301,Brisbane,3,Queensland,"1,257.87742","3,028","122,992"
30200201,Barron,302002,Cairns,302,Cairns - Atherton,3,Queensland,84.08252,305,"4,157"
30200201,Barron,302002,Cairns,302,Cairns - Atherton,3,Queensland,84.08252,376,"13,623"
30200201,Barron,302002,Cairns,302,Cairns - Atherton,3,Queensland,84.08252,471,"10,629"
30200201,Barron,302002,Cairns,302,Cairns - Atherton,3,Queensland,84.08252,484,"3,033"
30200201,Barron,302002,Cairns,302,Cairns - Atherton,3,Queensland,84.08252,488,"6,200"
30200201,Barron,302002,Cairns,302,Cairns - Atherton,3,Queensland,84.08252,650,"11,102"
30200201,Barron,302002,Cairns,302,Cairns - Atherton,3,Queensland,84.08252,865,"7,928"
30200201,Barron,302002,Cairns,302,Cairns - Atherton,3,Queensland,84.08252,934,"17,972"
30200201,Barron,302002,Cairns,302,Cairns - Atherton,3,Queensland,84.08252,"1,057","9,429"
30200201,Barron,302002,Cairns,302,Cairns - Atherton,3,Queensland,84.08252,"1,072","7,842"
30200201,Barron,302002,Cairns,302,Cairns - Atherton,3,Queensland,84.08252,"3,224","15,027"
30200202,Cairns - City,302002,Cairns,302,Cairns - Atherton,3,Queensland,6.19891,305,"4,157"
30200202,Cairns - City,302002,Cairns,302,Cairns - Atherton,3,Queensland,6.19891,376,"13,623"
30200202,Cairns - City,302002,Cairns,302,Cairns - Atherton,3,Queensland,6.19891,471,"10,629"
30200202,Cairns - City,302002,Cairns,302,Cairns - Atherton,3,Queensland,6.19891,484,"3,033"
30200202,Cairns - City,302002,Cairns,302,Cairns - Atherton,3,Queensland,6.19891,488,"6,200"
30200202,Cairns - City,302002,Cairns,302,Cairns - Atherton,3,Queensland,6.19891,650,"11,102"
30200202,Cairns - City,302002,Cairns,302,Cairns - Atherton,3,Queensland,6.19891,865,"7,928"
30200202,Cairns - City,302002,Cairns,302,Cairns - Atherton,3,Queensland,6.19891,934,"17,972"
30200202,Cairns - City,302002,Cairns,302,Cairns - Atherton,3,Queensland,6.19891,"1,057","9,429"
30200202,Cairns - City,302002,Cairns,302,Cairns - Atherton,3,Queensland,6.19891,"1,072","7,842"
30200202,Cairns - City,302002,Cairns,302,Cairns - Atherton,3,Queensland,6.19891,"3,224","15,027"
30200203,Cairns - North,302002,Cairns,302,Cairns - Atherton,3,Queensland,53.44584,305,"4,157"
30200203,Cairns - North,302002,Cairns,302,Cairns - Atherton,3,Queensland,53.44584,376,"13,623"
30200203,Cairns - North,302002,Cairns,302,Cairns - Atherton,3,Queensland,53.44584,471,"10,629"
30200203,Cairns - North,302002,Cairns,302,Cairns - Atherton,3,Queensland,53.44584,484,"3,033"
30200203,Cairns - North,302002,Cairns,302,Cairns - Atherton,3,Queensland,53.44584,488,"6,200"
30200203,Cairns - North,302002,Cairns,302,Cairns - Atherton,3,Queensland,53.44584,650,"11,102"
30200203,Cairns - North,302002,Cairns,302,Cairns - Atherton,3,Queensland,53.44584,865,"7,928"
30200203,Cairns - North,302002,Cairns,302,Cairns - Atherton,3,Queensland,53.44584,934,"17,972"
30200203,Cairns - North,302002,Cairns,302,Cairns - Atherton,3,Queensland,53.44584,"1,057","9,429"
30200203,Cairns - North,302002,Cairns,302,Cairns - Atherton,3,Queensland,53.44584,"1,072","7,842"
30200203,Cairns - North,302002,Cairns,302,Cairns - Atherton,3,Queensland,53.44584,"3,224","15,027"
30200204,Cairns - West,302002,Cairns,302,Cairns - Atherton,3,Queensland,14.36641,305,"4,157"
30200204,Cairns - West,302002,Cairns,302,Cairns - Atherton,3,Queensland,14.36641,376,"13,623"
30200204,Cairns - West,302002,Cairns,302,Cairns - Atherton,3,Queensland,14.36641,471,"10,629"
30200204,Cairns - West,302002,Cairns,302,Cairns - Atherton,3,Queensland,14.36641,484,"3,033"
30200204,Cairns - West,302002,Cairns,302,Cairns - Atherton,3,Queensland,14.36641,488,"6,200"
30200204,Cairns - West,302002,Cairns,302,Cairns - Atherton,3,Queensland,14.36641,650,"11,102"
30200204,Cairns - West,302002,Cairns,302,Cairns - Atherton,3,Queensland,14.36641,865,"7,928"
30200204,Cairns - West,302002,Cairns,302,Cairns - Atherton,3,Queensland,14.36641,934,"17,972"
30200204,Cairns - West,302002,Cairns,302,Cairns - Atherton,3,Queensland,14.36641,"1,057","9,429"
30200204,Cairns - West,302002,Cairns,302,Cairns - Atherton,3,Queensland,14.36641,"1,072","7,842"
30200204,Cairns - West,302002,Cairns,302,Cairns - Atherton,3,Queensland,14.36641,"3,224","15,027"
30200205,Cairns - White Rock - Mt Sheridan,302002,Cairns,302,Cairns - Atherton,3,Queensland,11.01098,305,"4,157"
30200205,Cairns - White Rock - Mt Sheridan,302002,Cairns,302,Cairns - Atherton,3,Queensland,11.01098,376,"13,623"
30200205,Cairns - White Rock - Mt Sheridan,302002,Cairns,302,Cairns - Atherton,3,Queensland,11.01098,471,"10,629"
30200205,Cairns - White Rock - Mt Sheridan,302002,Cairns,302,Cairns - Atherton,3,Queensland,11.01098,484,"3,033"
30200205,Cairns - White Rock - Mt Sheridan,302002,Cairns,302,Cairns - Atherton,3,Queensland,11.01098,488,"6,200"
30200205,Cairns - White Rock - Mt Sheridan,302002,Cairns,302,Cairns - Atherton,3,Queensland,11.01098,650,"11,102"
30200205,Cairns - White Rock - Mt Sheridan,302002,Cairns,302,Cairns - Atherton,3,Queensland,11.01098,865,"7,928"
30200205,Cairns - White Rock - Mt Sheridan,302002,Cairns,302,Cairns - Atherton,3,Queensland,11.01098,934,"17,972"
30200205,Cairns - White Rock - Mt Sheridan,302002,Cairns,302,Cairns - Atherton,3,Queensland,11.01098,"1,057","9,429"
30200205,Cairns - White Rock - Mt Sheridan,302002,Cairns,302,Cairns - Atherton,3,Queensland,11.01098,"1,072","7,842"
30200205,Cairns - White Rock - Mt Sheridan,302002,Cairns,302,Cairns - Atherton,3,Queensland,11.01098,"3,224","15,027"
30200206,Edmonton,302002,Cairns,302,Cairns - Atherton,3,Queensland,17.07053,305,"4,157"
30200206,Edmonton,302002,Cairns,302,Cairns - Atherton,3,Queensland,17.07053,376,"13,623"
30200206,Edmonton,302002,Cairns,302,Cairns - Atherton,3,Queensland,17.07053,471,"10,629"
30200206,Edmonton,302002,Cairns,302,Cairns - Atherton,3,Queensland,17.07053,484,"3,033"
30200206,Edmonton,302002,Cairns,302,Cairns - Atherton,3,Queensland,17.07053,488,"6,200"
30200206,Edmonton,302002,Cairns,302,Cairns - Atherton,3,Queensland,17.07053,650,"11,102"
30200206,Edmonton,302002,Cairns,302,Cairns - Atherton,3,Queensland,17.07053,865,"7,928"
30200206,Edmonton,302002,Cairns,302,Cairns - Atherton,3,Queensland,17.07053,934,"17,972"
30200206,Edmonton,302002,Cairns,302,Cairns - Atherton,3,Queensland,17.07053,"1,057","9,429"
30200206,Edmonton,302002,Cairns,302,Cairns - Atherton,3,Queensland,17.07053,"1,072","7,842"
30200206,Edmonton,302002,Cairns,302,Cairns - Atherton,3,Queensland,17.07053,"3,224","15,027"
30200207,Gordonvale,302002,Cairns,302,Cairns - Atherton,3,Queensland,14.47446,305,"4,157"
30200207,Gordonvale,302002,Cairns,302,Cairns - Atherton,3,Queensland,14.47446,376,"13,623"
30200207,Gordonvale,302002,Cairns,302,Cairns - Atherton,3,Queensland,14.47446,471,"10,629"
30200207,Gordonvale,302002,Cairns,302,Cairns - Atherton,3,Queensland,14.47446,484,"3,033"
30200207,Gordonvale,302002,Cairns,302,Cairns - Atherton,3,Queensland,14.47446,488,"6,200"
30200207,Gordonvale,302002,Cairns,302,Cairns - Atherton,3,Queensland,14.47446,650,"11,102"
30200207,Gordonvale,302002,Cairns,302,Cairns - Atherton,3,Queensland,14.47446,865,"7,928"
30200207,Gordonvale,302002,Cairns,302,Cairns - Atherton,3,Queensland,14.47446,934,"17,972"
30200207,Gordonvale,302002,Cairns,302,Cairns - Atherton,3,Queensland,14.47446,"1,057","9,429"
30200207,Gordonvale,302002,Cairns,302,Cairns - Atherton,3,Queensland,14.47446,"1,072","7,842"
30200207,Gordonvale,302002,Cairns,302,Cairns - Atherton,3,Queensland,14.47446,"3,224","15,027"
30200208,Manunda - Portsmith,302002,Cairns,302,Cairns - Atherton,3,Queensland,18.60696,305,"4,157"
30200208,Manunda - Portsmith,302002,Cairns,302,Cairns - Atherton,3,Queensland,18.60696,376,"13,623"
30200208,Manunda - Portsmith,302002,Cairns,302,Cairns - Atherton,3,Queensland,18.60696,471,"10,629"
30200208,Manunda - Portsmith,302002,Cairns,302,Cairns - Atherton,3,Queensland,18.60696,484,"3,033"
30200208,Manunda - Portsmith,302002,Cairns,302,Cairns - Atherton,3,Queensland,18.60696,488,"6,200"
30200208,Manunda - Portsmith,302002,Cairns,302,Cairns - Atherton,3,Queensland,18.60696,650,"11,102"
30200208,Manunda - Portsmith,302002,Cairns,302,Cairns - Atherton,3,Queensland,18.60696,865,"7,928"
30200208,Manunda - Portsmith,302002,Cairns,302,Cairns - Atherton,3,Queensland,18.60696,934,"17,972"
30200208,Manunda - Portsmith,302002,Cairns,302,Cairns - Atherton,3,Queensland,18.60696,"1,057","9,429"
30200208,Manunda - Portsmith,302002,Cairns,302,Cairns - Atherton,3,Queensland,18.60696,"1,072","7,842"
30200208,Manunda - Portsmith,302002,Cairns,302,Cairns - Atherton,3,Queensland,18.60696,"3,224","15,027"
30200209,Mount Whitfield,302002,Cairns,302,Cairns - Atherton,3,Queensland,29.63604,305,"4,157"
30200209,Mount Whitfield,302002,Cairns,302,Cairns - Atherton,3,Queensland,29.63604,376,"13,623"
30200209,Mount Whitfield,302002,Cairns,302,Cairns - Atherton,3,Queensland,29.63604,471,"10,629"
30200209,Mount Whitfield,302002,Cairns,302,Cairns - Atherton,3,Queensland,29.63604,484,"3,033"
30200209,Mount Whitfield,302002,Cairns,302,Cairns - Atherton,3,Queensland,29.63604,488,"6,200"
30200209,Mount Whitfield,302002,Cairns,302,Cairns - Atherton,3,Queensland,29.63604,650,"11,102"
30200209,Mount Whitfield,302002,Cairns,302,Cairns - Atherton,3,Queensland,29.63604,865,"7,928"
30200209,Mount Whitfield,302002,Cairns,302,Cairns - Atherton,3,Queensland,29.63604,934,"17,972"
30200209,Mount Whitfield,302002,Cairns,302,Cairns - Atherton,3,Queensland,29.63604,"1,057","9,429"
30200209,Mount Whitfield,302002,Cairns,302,Cairns - Atherton,3,Queensland,29.63604,"1,072","7,842"
30200209,Mount Whitfield,302002,Cairns,302,Cairns - Atherton,3,Queensland,29.63604,"3,224","15,027"
30200210,Trinity,302002,Cairns,302,Cairns - Atherton,3,Queensland,79.39894,305,"4,157"
30200210,Trinity,302002,Cairns,302,Cairns - Atherton,3,Queensland,79.39894,376,"13,623"
30200210,Trinity,302002,Cairns,302,Cairns - Atherton,3,Queensland,79.39894,471,"10,629"
30200210,Trinity,302002,Cairns,302,Cairns - Atherton,3,Queensland,79.39894,484,"3,033"
30200210,Trinity,302002,Cairns,302,Cairns - Atherton,3,Queensland,79.39894,488,"6,200"
30200210,Trinity,302002,Cairns,302,Cairns - Atherton,3,Queensland,79.39894,650,"11,102"
30200210,Trinity,302002,Cairns,302,Cairns - Atherton,3,Queensland,79.39894,865,"7,928"
30200210,Trinity,302002,Cairns,302,Cairns - Atherton,3,Queensland,79.39894,934,"17,972"
30200210,Trinity,302002,Cairns,302,Cairns - Atherton,3,Queensland,79.39894,"1,057","9,429"
30200210,Trinity,302002,Cairns,302,Cairns - Atherton,3,Queensland,79.39894,"1,072","7,842"
30200210,Trinity,302002,Cairns,302,Cairns - Atherton,3,Queensland,79.39894,"3,224","15,027"
30200301,Mossman,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,2.58979,305,"4,157"
30200301,Mossman,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,2.58979,376,"13,623"
30200301,Mossman,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,2.58979,471,"10,629"
30200301,Mossman,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,2.58979,484,"3,033"
30200301,Mossman,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,2.58979,488,"6,200"
30200301,Mossman,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,2.58979,650,"11,102"
30200301,Mossman,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,2.58979,865,"7,928"
30200301,Mossman,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,2.58979,934,"17,972"
30200301,Mossman,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,2.58979,"1,057","9,429"
30200301,Mossman,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,2.58979,"1,072","7,842"
30200301,Mossman,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,2.58979,"3,224","15,027"
30200302,Mossman - Surrounds,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,615.53743,305,"4,157"
30200302,Mossman - Surrounds,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,615.53743,376,"13,623"
30200302,Mossman - Surrounds,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,615.53743,471,"10,629"
30200302,Mossman - Surrounds,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,615.53743,484,"3,033"
30200302,Mossman - Surrounds,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,615.53743,488,"6,200"
30200302,Mossman - Surrounds,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,615.53743,650,"11,102"
30200302,Mossman - Surrounds,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,615.53743,865,"7,928"
30200302,Mossman - Surrounds,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,615.53743,934,"17,972"
30200302,Mossman - Surrounds,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,615.53743,"1,057","9,429"
30200302,Mossman - Surrounds,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,615.53743,"1,072","7,842"
30200302,Mossman - Surrounds,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,615.53743,"3,224","15,027"
30200303,Mossman Gorge,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,0.37448,305,"4,157"
30200303,Mossman Gorge,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,0.37448,376,"13,623"
30200303,Mossman Gorge,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,0.37448,471,"10,629"
30200303,Mossman Gorge,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,0.37448,484,"3,033"
30200303,Mossman Gorge,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,0.37448,488,"6,200"
30200303,Mossman Gorge,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,0.37448,650,"11,102"
30200303,Mossman Gorge,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,0.37448,865,"7,928"
30200303,Mossman Gorge,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,0.37448,934,"17,972"
30200303,Mossman Gorge,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,0.37448,"1,057","9,429"
30200303,Mossman Gorge,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,0.37448,"1,072","7,842"
30200303,Mossman Gorge,302003,Cairns - Far North Coast,302,Cairns - Atherton,3,Queensland,0.37448,"3,224","15,027"
30200401,Cairns - Southern Hinterlands,302004,Cairns - Southern Hinterlands,302,Cairns - Atherton,3,Queensland,"1,749.07256",305,"4,157"
30200401,Cairns - Southern Hinterlands,302004,Cairns - Southern Hinterlands,302,Cairns - Atherton,3,Queensland,"1,749.07256",376,"13,623"
30200401,Cairns - Southern Hinterlands,302004,Cairns - Southern Hinterlands,302,Cairns - Atherton,3,Queensland,"1,749.07256",471,"10,629"
30200401,Cairns - Southern Hinterlands,302004,Cairns - Southern Hinterlands,302,Cairns - Atherton,3,Queensland,"1,749.07256",484,"3,033"
30200401,Cairns - Southern Hinterlands,302004,Cairns - Southern Hinterlands,302,Cairns - Atherton,3,Queensland,"1,749.07256",488,"6,200"
30200401,Cairns - Southern Hinterlands,302004,Cairns - Southern Hinterlands,302,Cairns - Atherton,3,Queensland,"1,749.07256",650,"11,102"
30200401,Cairns - Southern Hinterlands,302004,Cairns - Southern Hinterlands,302,Cairns - Atherton,3,Queensland,"1,749.07256",865,"7,928"
30200401,Cairns - Southern Hinterlands,302004,Cairns - Southern Hinterlands,302,Cairns - Atherton,3,Queensland,"1,749.07256",934,"17,972"
30200401,Cairns - Southern Hinterlands,302004,Cairns - Southern Hinterlands,302,Cairns - Atherton,3,Queensland,"1,749.07256","1,057","9,429"
30200401,Cairns - Southern Hinterlands,302004,Cairns - Southern Hinterlands,302,Cairns - Atherton,3,Queensland,"1,749.07256","1,072","7,842"
30200401,Cairns - Southern Hinterlands,302004,Cairns - Southern Hinterlands,302,Cairns - Atherton,3,Queensland,"1,749.07256","3,224","15,027"
30100401,Caloundra,301004,Caloundra,301,Brisbane,3,Queensland,"1,038.36333","1,155","82,305"
10700601,Camden,107006,Camden,107,Sydney - Wollongong,1,New South Wales,206.25261,651,"47,110"
20200401,Campaspe - West,202004,Campaspe - Shepparton - Moira,202,Victoria exc. Melbourne,2,Victoria,"3,463.31926",658,"34,132"
20200402,Echuca,202004,Campaspe - Shepparton - Moira,202,Victoria exc. Melbourne,2,Victoria,49.39723,658,"34,132"
20200403,Kyabram,202004,Campaspe - Shepparton - Moira,202,Victoria exc. Melbourne,2,Victoria,995.76967,658,"34,132"
20200404,Moira,202004,Campaspe - Shepparton - Moira,202,Victoria exc. Melbourne,2,Victoria,"4,046.55345",658,"34,132"
20200405,Shepparton,202004,Campaspe - Shepparton - Moira,202,Victoria exc. Melbourne,2,Victoria,"2,379.28679",658,"34,132"
10700701,Airds,107007,Campbelltown,107,Sydney - Wollongong,1,New South Wales,2.38077,258,"43,966"
10700702,Ambarvale - Glen Alpine,107007,Campbelltown,107,Sydney - Wollongong,1,New South Wales,5.51131,258,"43,966"
10700703,Bradbury,107007,Campbelltown,107,Sydney - Wollongong,1,New South Wales,3.73388,258,"43,966"
10700704,Campbelltown - Surrounds,107007,Campbelltown,107,Sydney - Wollongong,1,New South Wales,212.1469,258,"43,966"
10700705,Campbelltown - Woodbine - Leumeah,107007,Campbelltown,107,Sydney - Wollongong,1,New South Wales,17.32278,258,"43,966"
10700706,Claymore - Eagle Vale,107007,Campbelltown,107,Sydney - Wollongong,1,New South Wales,10.41815,258,"43,966"
10700707,Ingleburn - Denham Court,107007,Campbelltown,107,Sydney - Wollongong,1,New South Wales,30.91338,258,"43,966"
10700708,Macquarie Fields - Glenfield,107007,Campbelltown,107,Sydney - Wollongong,1,New South Wales,16.01541,258,"43,966"
10700709,Minto,107007,Campbelltown,107,Sydney - Wollongong,1,New South Wales,10.33111,258,"43,966"
10700710,Raby - St Andrews - Kearns,107007,Campbelltown,107,Sydney - Wollongong,1,New South Wales,14.6032,258,"43,966"
10700711,Rosemeadow,107007,Campbelltown,107,Sydney - Wollongong,1,New South Wales,2.9756,258,"43,966"
10700712,Ruse,107007,Campbelltown,107,Sydney - Wollongong,1,New South Wales,2.84935,258,"43,966"
10700713,St Helens Park,107007,Campbelltown,107,Sydney - Wollongong,1,New South Wales,5.16511,258,"43,966"
40100501,Campbelltown,401005,Campbelltown - Norwood,401,Adelaide,4,South Australia,26.44807,258,"43,966"
40100502,Norwood - Payneham - St Peters,401005,Campbelltown - Norwood,401,Adelaide,4,South Australia,15.10315,258,"43,966"
50500501,Canning - Central,505005,Canning,505,Perth,5,Western Australia,23.82646,900,"72,391"
50500502,Canning - North-East,505005,Canning,505,Perth,5,Western Australia,25.84812,900,"72,391"
50500503,Canning Vale - East,505005,Canning,505,Perth,5,Western Australia,15.37278,900,"72,391"
10700801,Bankstown - North-East,107008,Canterbury - Bankstown,107,Sydney - Wollongong,1,New South Wales,16.93486,746,"119,595"
10700802,Bankstown - North-West,107008,Canterbury - Bankstown,107,Sydney - Wollongong,1,New South Wales,31.30885,746,"119,595"
10700803,Bankstown - South,107008,Canterbury - Bankstown,107,Sydney - Wollongong,1,New South Wales,28.88854,746,"119,595"
10700804,Canterbury,107008,Canterbury - Bankstown,107,Sydney - Wollongong,1,New South Wales,33.5686,746,"119,595"
20100201,Cardinia,201002,Cardinia,201,Melbourne,2,Victoria,"1,282.40025",236,"54,211"
50200101,Carnarvon Town exc. Mungullah,502001,Carnarvon - Mungullah,502,Geraldton,5,Western Australia,77.99027,958,"4,156"
50200102,Mungullah,502001,Carnarvon - Mungullah,502,Geraldton,5,Western Australia,0.18874,958,"4,156"
30400201,Carpentaria exc. Doomadgee,304002,Carpentaria - Burke - Mornington,304,Mount Isa,3,Queensland,"113,017.73882",197,955
30400202,Doomadgee,304002,Carpentaria - Burke - Mornington,304,Mount Isa,3,Queensland,4.90153,197,955
30400203,Mornington,304002,Carpentaria - Burke - Mornington,304,Mount Isa,3,Queensland,"1,244.2099",197,955
